Notes,County,County Code,Education,Education Code,Single/Multi Race 31,Single/Multi Race 31 Code,Cause of death,Cause of death Code,Sex,Sex Code,Deaths
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,Atrial fibrillation and flutter,I48,Female,F,20
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,Atrial fibrillation and flutter,I48,Male,M,11
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,Congestive heart failure,I50.0,Female,F,25
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,Congestive heart failure,I50.0,Male,M,14
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,"Heart failure, unspecified",I50.9,Female,F,10
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,11
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,15
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,15
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,55
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,33
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,10
NA,"Bristol County, MA",25005,9th through 12th grade with no diploma,2,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,20
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Hypothyroidism, unspecified",E03.9,Female,F,10
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,Female,F,13
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Non-insulin-dependent diabetes mellitus, without complications",E11.9,Male,M,13
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, with renal complications",E14.2,Male,M,13
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Female,F,36
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Unspecified diabetes mellitus, without complications",E14.9,Male,M,59
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Obesity, unspecified",E66.9,Male,M,10
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Hyperlipidaemia, unspecified",E78.5,Female,F,15
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Hyperlipidaemia, unspecified",E78.5,Male,M,17
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Metabolic disorder, unspecified",E88.9,Male,M,10
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Vascular dementia, unspecified",F01.9,Female,F,20
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Vascular dementia, unspecified",F01.9,Male,M,11
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Female,F,306
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Unspecified dementia,F03,Male,M,112
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Mental and behavioural disorders due to use of alcohol, harmful use",F10.1,Male,M,20
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Motor neuron disease,G12.2,Male,M,10
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Parkinson disease,G20,Female,F,20
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Parkinson disease,G20,Male,M,37
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,150
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,43
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Senile degeneration of brain, not elsewhere classified",G31.1,Female,F,10
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Anoxic brain damage, not elsewhere classified",G93.1,Male,M,11
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Essential (primary) hypertension,I10,Female,F,39
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Essential (primary) hypertension,I10,Male,M,20
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease with (congestive) heart failure,I11.0,Female,F,10
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Female,F,19
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Hypertensive heart disease without (congestive) heart failure,I11.9,Male,M,16
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Hypertensive renal disease with renal failure,I12.0,Female,F,16
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Hypertensive renal disease with renal failure,I12.0,Male,M,10
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Acute subendocardial myocardial infarction,I21.4,Female,F,15
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Acute subendocardial myocardial infarction,I21.4,Male,M,17
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,67
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,103
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,50
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,91
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,158
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,195
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Ischaemic cardiomyopathy,I25.5,Male,M,13
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Other secondary pulmonary hypertension,I27.2,Female,F,13
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Aortic (valve) stenosis,I35.0,Female,F,18
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Aortic (valve) stenosis,I35.0,Male,M,14
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Cardiomyopathy, unspecified",I42.9,Male,M,15
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Cardiac arrest, unspecified",I46.9,Female,F,34
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Cardiac arrest, unspecified",I46.9,Male,M,35
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Atrial fibrillation and flutter,I48,Female,F,61
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Atrial fibrillation and flutter,I48,Male,M,38
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Female,F,12
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Cardiac arrhythmia, unspecified",I49.9,Male,M,19
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Female,F,100
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Congestive heart failure,I50.0,Male,M,51
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Female,F,26
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Heart failure, unspecified",I50.9,Male,M,25
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Intracerebral haemorrhage, unspecified",I61.9,Female,F,15
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Intracerebral haemorrhage, unspecified",I61.9,Male,M,12
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Intracranial haemorrhage (nontraumatic), unspecified",I62.9,Female,F,15
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Cerebral infarction, unspecified",I63.9,Female,F,12
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,62
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Male,M,37
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Sequelae of other and unspecified cerebrovascular diseases,I69.8,Female,F,11
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Peripheral vascular disease, unspecified",I73.9,Female,F,18
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Peripheral vascular disease, unspecified",I73.9,Male,M,11
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Female,F,47
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Pneumonia, unspecified",J18.9,Male,M,41
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Emphysema, unspecified",J43.9,Female,F,10
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Female,F,28
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,Male,M,20
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,Female,F,12
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,128
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,131
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Female,F,50
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,54
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Other interstitial pulmonary diseases with fibrosis,J84.1,Female,F,12
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Other interstitial pulmonary diseases with fibrosis,J84.1,Male,M,20
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Interstitial pulmonary disease, unspecified",J84.9,Female,F,11
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,Acute respiratory failure,J96.0,Female,F,10
NA,"Bristol County, MA",25005,High school graduate or GED completed,3,White (only),1,"Respiratory failure, unspecified",J96.9,Female,F,15
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Female,F,65
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,Unspecified dementia,F03,Male,M,15
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,Parkinson disease,G20,Male,M,10
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,22
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,"Alzheimer disease, unspecified",G30.9,Male,M,10
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Female,F,15
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,26
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,11
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,28
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,28
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,32
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,Congestive heart failure,I50.0,Female,F,16
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,"Stroke, not specified as haemorrhage or infarction",I64,Female,F,17
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,29
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,22
NA,"Bristol County, MA",25005,"Some college credit, but not a degree.",4,White (only),1,Pneumonitis due to food and vomit,J69.0,Male,M,12
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,Unspecified dementia,F03,Female,F,40
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,Unspecified dementia,F03,Male,M,20
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,Parkinson disease,G20,Male,M,11
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,"Alzheimer disease, unspecified",G30.9,Female,F,16
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,"Acute myocardial infarction, unspecified",I21.9,Male,M,11
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Female,F,11
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,"Atherosclerotic cardiovascular disease, so described",I25.0,Male,M,18
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,Atherosclerotic heart disease,I25.1,Female,F,19
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,Atherosclerotic heart disease,I25.1,Male,M,21
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,Congestive heart failure,I50.0,Female,F,19
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Female,F,22
NA,"Bristol County, MA",25005,"Associate degree (AA,AS)",5,White (only),1,"Chronic obstructive pulmonary disease, unspecified",J44.9,Male,M,12
